"","LOC","RefSeq","Description","RefSeq_short"
"200","LOC100643838","XM_003392904.2","PREDICTED: Bombus terrestris protein Skeletor","XM_003392904"
"201","LOC100644047","XM_003392906.2","PREDICTED: Bombus terrestris nuclear pore complex protein Nup107 (LOC100644047)","XM_003392906"
"202","LOC100644159","XM_003392907.2","PREDICTED: Bombus terrestris mitochondrial-processing peptidase subunit beta (LOC100644159)","XM_003392907"
"203","LOC100644279","XM_012318963.1","PREDICTED: Bombus terrestris MOB kinase activator-like 3 (LOC100644279)","XM_012318963"
"204","LOC100644472","XM_003392909.2","PREDICTED: Bombus terrestris LETM1 and EF-hand domain-containing protein anon-60Da","XM_003392909"
"205","LOC100644590","XM_012319486.1","PREDICTED: Bombus terrestris uncharacterized LOC100644590 (LOC100644590) transcript variant X1","XM_012319486"
"206","LOC100644590","XM_012319595.1","PREDICTED: Bombus terrestris uncharacterized LOC100644590 (LOC100644590) transcript variant X3","XM_012319595"
"207","LOC100644590","XM_012319539.1","PREDICTED: Bombus terrestris uncharacterized LOC100644590 (LOC100644590) transcript variant X2","XM_012319539"
"208","LOC100646400","XM_012319412.1","PREDICTED: Bombus terrestris glutamate receptor ionotropic","XM_012319412"
"209","LOC100644709","XM_003392911.2","PREDICTED: Bombus terrestris hrp65 protein-like (LOC100644709) transcript variant X1","XM_003392911"
"210","LOC100644709","XM_012319342.1","PREDICTED: Bombus terrestris hrp65 protein-like (LOC100644709) transcript variant X5","XM_012319342"
"211","LOC100644709","XM_012319151.1","PREDICTED: Bombus terrestris hrp65 protein-like (LOC100644709) transcript variant X2","XM_012319151"
"212","LOC100644709","XM_012319213.1","PREDICTED: Bombus terrestris hrp65 protein-like (LOC100644709) transcript variant X3","XM_012319213"
"213","LOC100644709","XM_012319282.1","PREDICTED: Bombus terrestris hrp65 protein-like (LOC100644709) transcript variant X4","XM_012319282"
"214","LOC100646647","XM_012320217.1","PREDICTED: Bombus terrestris glutamate receptor ionotropic","XM_012320217"
"215","LOC100644834","XM_003392912.2","PREDICTED: Bombus terrestris putative tyramine receptor 2 (LOC100644834) transcript variant X1","XM_003392912"
"216","LOC100644834","XM_012319738.1","PREDICTED: Bombus terrestris putative tyramine receptor 2 (LOC100644834) transcript variant X2","XM_012319738"
"217","LOC100644834","XM_012319789.1","PREDICTED: Bombus terrestris putative tyramine receptor 2 (LOC100644834) transcript variant X3","XM_012319789"
"218","LOC100644951","XM_003392913.2","PREDICTED: Bombus terrestris delta-1-pyrroline-5-carboxylate synthase (LOC100644951)","XM_003392913"
"219","LOC100645155","XM_003392915.2","PREDICTED: Bombus terrestris U4/U6 small nuclear ribonucleoprotein Prp4 (LOC100645155)","XM_003392915"
"220","LOC100645277","XM_003392916.2","PREDICTED: Bombus terrestris histone H4 (LOC100645277)","XM_003392916"
"221","LOC100645399","XM_003392917.2","PREDICTED: Bombus terrestris histone H3 (LOC100645399)","XM_003392917"
"222","LOC100645512","XM_012320134.1","PREDICTED: Bombus terrestris late histone H1-like (LOC100645512)","XM_012320134"
"223","LOC100645616","XM_012320160.1","PREDICTED: Bombus terrestris histone H2B (LOC100645616)","XM_012320160"
"224","LOC100645738","XM_003392920.2","PREDICTED: Bombus terrestris histone H2A-like (LOC100645738)","XM_003392920"
"225","LOC100645858","XM_003392921.2","PREDICTED: Bombus terrestris histone H3 (LOC100645858)","XM_003392921"
"226","LOC100645974","XM_003392922.2","PREDICTED: Bombus terrestris histone H4 (LOC100645974)","XM_003392922"
"227","LOC100646092","XM_003392923.2","PREDICTED: Bombus terrestris histone H2A (LOC100646092)","XM_003392923"
"228","LOC105667089","XR_001099734.1","PREDICTED: Bombus terrestris uncharacterized LOC105667089 (LOC105667089) ncRNA","XR_001099734"
"229","LOC100648081","XM_012320230.1","PREDICTED: Bombus terrestris uncharacterized LOC100648081 (LOC100648081)","XM_012320230"
"230","LOC100647954","XM_003393098.2","PREDICTED: Bombus terrestris uncharacterized LOC100647954 (LOC100647954)","XM_003393098"
"231","LOC100649722","XM_003393110.2","PREDICTED: Bombus terrestris uncharacterized LOC100649722 (LOC100649722)","XM_003393110"
"232","LOC100648195","XM_012320287.1","PREDICTED: Bombus terrestris cytosolic carboxypeptidase 1-like (LOC100648195) transcript variant X3","XM_012320287"
"233","LOC100648195","XM_012320273.1","PREDICTED: Bombus terrestris cytosolic carboxypeptidase 1-like (LOC100648195) transcript variant X1","XM_012320273"
"234","LOC100648195","XM_003393099.2","PREDICTED: Bombus terrestris cytosolic carboxypeptidase 1-like (LOC100648195) transcript variant X4","XM_003393099"
"235","LOC100648195","XM_012320280.1","PREDICTED: Bombus terrestris cytosolic carboxypeptidase 1-like (LOC100648195) transcript variant X2","XM_012320280"
"236","LOC100648195","XM_012320299.1","PREDICTED: Bombus terrestris cytosolic carboxypeptidase 1-like (LOC100648195) transcript variant X5","XM_012320299"
"237","LOC100650672","XM_003393117.2","PREDICTED: Bombus terrestris uncharacterized LOC100650672 (LOC100650672)","XM_003393117"
"238","LOC100650798","XM_003393118.2","PREDICTED: Bombus terrestris mitochondrial uncoupling protein 2-like (LOC100650798) transcript variant X1","XM_003393118"
"239","LOC100650798","XM_012320252.1","PREDICTED: Bombus terrestris mitochondrial uncoupling protein 2-like (LOC100650798) transcript variant X2","XM_012320252"
"240","LOC100650914","XM_003393119.2","PREDICTED: Bombus terrestris uncharacterized LOC100650914 (LOC100650914) transcript variant X1","XM_003393119"
"241","LOC100650914","XR_001099740.1","PREDICTED: Bombus terrestris uncharacterized LOC100650914 (LOC100650914) transcript variant X2","XR_001099740"
"242","LOC100648310","XM_012320328.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X5","XM_012320328"
"243","LOC100648310","XM_012320329.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X6","XM_012320329"
"244","LOC100648310","XM_012320330.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X7","XM_012320330"
"245","LOC100648310","XM_012320307.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X1","XM_012320307"
"246","LOC100648310","XM_012320311.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X2","XM_012320311"
"247","LOC100648310","XM_012320316.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X3","XM_012320316"
"248","LOC100648310","XM_012320322.1","PREDICTED: Bombus terrestris nesprin-1 (LOC100648310) transcript variant X4","XM_012320322"
"249","LOC105665841","XM_012309390.1","PREDICTED: Bombus terrestris uncharacterized LOC105665841 (LOC105665841) partial ","XM_012309390"
"250","LOC100651029","XM_003393120.2","PREDICTED: Bombus terrestris uncharacterized LOC100651029 (LOC100651029)","XM_003393120"
"251","LOC100651394","XM_003393123.2","PREDICTED: Bombus terrestris acylphosphatase-2 (LOC100651394)","XM_003393123"
"252","LOC100651150","XM_012320361.1","PREDICTED: Bombus terrestris rab3 GTPase-activating protein non-catalytic subunit (LOC100651150) transcript variant X1","XM_012320361"
"253","LOC100651150","XM_012320368.1","PREDICTED: Bombus terrestris rab3 GTPase-activating protein non-catalytic subunit (LOC100651150) transcript variant X2","XM_012320368"
"254","LOC100651273","XM_012320380.1","PREDICTED: Bombus terrestris exportin-1 (LOC100651273) transcript variant X1","XM_012320380"
"255","LOC100651273","XM_003393122.2","PREDICTED: Bombus terrestris exportin-1 (LOC100651273) transcript variant X3","XM_003393122"
"256","LOC100651273","XM_012320395.1","PREDICTED: Bombus terrestris exportin-1 (LOC100651273) transcript variant X4","XM_012320395"
"257","LOC100651273","XM_012320388.1","PREDICTED: Bombus terrestris exportin-1 (LOC100651273) transcript variant X2","XM_012320388"
"258","LOC100651273","XM_012320402.1","PREDICTED: Bombus terrestris exportin-1 (LOC100651273) transcript variant X5","XM_012320402"
"259","LOC100651512","XM_003393124.2","PREDICTED: Bombus terrestris B-cell receptor CD22 (LOC100651512)","XM_003393124"
"260","LOC100652102","XM_003393129.2","PREDICTED: Bombus terrestris 28S ribosomal protein S17","XM_003393129"
"261","LOC100651629","XM_003393125.2","PREDICTED: Bombus terrestris RNA polymerase II subunit A C-terminal domain phosphatase (LOC100651629)","XM_003393125"
"262","LOC100651864","XM_003393127.2","PREDICTED: Bombus terrestris centromere protein L-like (LOC100651864)","XM_003393127"
"263","LOC100651980","XM_003393128.2","PREDICTED: Bombus terrestris snurportin-1 (LOC100651980)","XM_003393128"
"264","LOC100651744","XM_003393126.2","PREDICTED: Bombus terrestris protein Hook homolog 3-like (LOC100651744)","XM_003393126"
"265","LOC100652219","XM_012320457.1","PREDICTED: Bombus terrestris dehydrodolichyl diphosphate syntase complex subunit DHDDS (LOC100652219) transcript variant X2","XM_012320457"
"266","LOC100652219","XM_012320453.1","PREDICTED: Bombus terrestris dehydrodolichyl diphosphate syntase complex subunit DHDDS (LOC100652219) transcript variant X1","XM_012320453"
"267","LOC100652219","XM_012320464.1","PREDICTED: Bombus terrestris dehydrodolichyl diphosphate syntase complex subunit DHDDS (LOC100652219) transcript variant X3","XM_012320464"
"268","LOC100642191","XM_003393131.2","PREDICTED: Bombus terrestris PH-interacting protein (LOC100642191) transcript variant X1","XM_003393131"
"269","LOC100642191","XM_012320480.1","PREDICTED: Bombus terrestris PH-interacting protein (LOC100642191) transcript variant X2","XM_012320480"
"270","LOC100642552","XM_003393133.2","PREDICTED: Bombus terrestris 60S ribosomal protein L13a (LOC100642552)","XM_003393133"
"271","LOC100642434","XM_012320495.1","PREDICTED: Bombus terrestris DNA-directed RNA polymerase II subunit GRINL1A (LOC100642434)","XM_012320495"
"272","LOC100642314","XM_003393132.2","PREDICTED: Bombus terrestris trafficking protein particle complex subunit 10 (LOC100642314)","XM_003393132"
"273","LOC100642793","XM_012320509.1","PREDICTED: Bombus terrestris H/ACA ribonucleoprotein complex subunit 3 (LOC100642793)","XM_012320509"
"274","LOC100642674","XM_012320513.1","PREDICTED: Bombus terrestris dystrophin","XM_012320513"
"275","LOC100642913","XM_003393137.2","PREDICTED: Bombus terrestris myophilin (LOC100642913) transcript variant X1","XM_003393137"
"276","LOC105667131","XR_001099753.1","PREDICTED: Bombus terrestris uncharacterized LOC105667131 (LOC105667131) ncRNA","XR_001099753"
"277","LOC100642913","XM_003393136.2","PREDICTED: Bombus terrestris myophilin (LOC100642913) transcript variant X2","XM_003393136"
"278","LOC100646767","XM_012320545.1","PREDICTED: Bombus terrestris probable 28S ribosomal protein S6","XM_012320545"
"279","LOC100646890","XM_003392929.2","PREDICTED: Bombus terrestris iron-sulfur cluster co-chaperone protein HscB","XM_003392929"
"280","LOC100647008","XM_003392930.2","PREDICTED: Bombus terrestris adenylate kinase isoenzyme 6 (LOC100647008)","XM_003392930"
"281","LOC100647130","XM_003392931.2","PREDICTED: Bombus terrestris maternal B9.15 protein-like (LOC100647130) transcript variant X1","XM_003392931"
"282","LOC100647130","XM_012320571.1","PREDICTED: Bombus terrestris maternal B9.15 protein-like (LOC100647130) transcript variant X2","XM_012320571"
"283","LOC100647130","XM_012320575.1","PREDICTED: Bombus terrestris maternal B9.15 protein-like (LOC100647130) transcript variant X3","XM_012320575"
"284","LOC100647130","XM_012320581.1","PREDICTED: Bombus terrestris maternal B9.15 protein-like (LOC100647130) transcript variant X4","XM_012320581"
"285","LOC100647248","XM_012320587.1","PREDICTED: Bombus terrestris uncharacterized LOC100647248 (LOC100647248)","XM_012320587"
"286","LOC100648542","XM_012320601.1","PREDICTED: Bombus terrestris protein stum (LOC100648542) transcript variant X1","XM_012320601"
"287","LOC100648542","XM_003393102.2","PREDICTED: Bombus terrestris protein stum (LOC100648542) transcript variant X2","XM_003393102"
"288","LOC100647365","XM_003392932.2","PREDICTED: Bombus terrestris heterogeneous nuclear ribonucleoprotein L (LOC100647365) transcript variant X1","XM_003392932"
"289","LOC100647365","XM_012320619.1","PREDICTED: Bombus terrestris heterogeneous nuclear ribonucleoprotein L (LOC100647365) transcript variant X2","XM_012320619"
"290","LOC100647487","XM_003392933.2","PREDICTED: Bombus terrestris protein RRNAD1 (LOC100647487)","XM_003392933"
"291","LOC100648663","XM_003393103.2","PREDICTED: Bombus terrestris RNA-binding protein 33-like (LOC100648663)","XM_003393103"
"292","LOC100647714","XM_003392935.2","PREDICTED: Bombus terrestris smad nuclear-interacting protein 1-like (LOC100647714)","XM_003392935"
"293","LOC100647832","XM_012320675.1","PREDICTED: Bombus terrestris proto-oncogene tyrosine-protein kinase ROS (LOC100647832) transcript variant X3","XM_012320675"
"294","LOC100647832","XM_012320670.1","PREDICTED: Bombus terrestris proto-oncogene tyrosine-protein kinase ROS (LOC100647832) transcript variant X2","XM_012320670"
"295","LOC100647832","XM_003392936.2","PREDICTED: Bombus terrestris proto-oncogene tyrosine-protein kinase ROS (LOC100647832) transcript variant X1","XM_003392936"
"296","LOC105665844","XM_012309402.1","PREDICTED: Bombus terrestris uncharacterized LOC105665844 (LOC105665844)","XM_012309402"
"297","LOC100647952","XM_003392937.2","PREDICTED: Bombus terrestris prefoldin subunit 3 (LOC100647952)","XM_003392937"
"298","LOC100648155","XM_012320706.1","PREDICTED: Bombus terrestris C-Myc-binding protein (LOC100648155) transcript variant X2","XM_012320706"
"299","LOC100648155","XM_003392939.2","PREDICTED: Bombus terrestris C-Myc-binding protein (LOC100648155) transcript variant X1","XM_003392939"
"300","LOC100648269","XM_012320689.1","PREDICTED: Bombus terrestris transmembrane protein C5orf28 (LOC100648269) transcript variant X2","XM_012320689"
"301","LOC100648269","XM_003392940.2","PREDICTED: Bombus terrestris transmembrane protein C5orf28 (LOC100648269) transcript variant X1","XM_003392940"
"302","LOC100648386","XM_003392941.2","PREDICTED: Bombus terrestris uncharacterized LOC100648386 (LOC100648386)","XM_003392941"
"303","LOC100648501","XM_012320733.1","PREDICTED: Bombus terrestris single-minded homolog 2 (LOC100648501) transcript variant X2","XM_012320733"
"304","LOC100648501","XM_012320744.1","PREDICTED: Bombus terrestris single-minded homolog 2 (LOC100648501) transcript variant X4","XM_012320744"
"305","LOC100648501","XM_003392942.2","PREDICTED: Bombus terrestris single-minded homolog 2 (LOC100648501) transcript variant X1","XM_003392942"
"306","LOC100648501","XM_012320740.1","PREDICTED: Bombus terrestris single-minded homolog 2 (LOC100648501) transcript variant X3","XM_012320740"
"307","LOC100648501","XM_012320750.1","PREDICTED: Bombus terrestris single-minded homolog 2 (LOC100648501) transcript variant X5","XM_012320750"
"308","LOC100648734","XM_003392944.2","PREDICTED: Bombus terrestris CWF19-like protein 1 (LOC100648734)","XM_003392944"
"309","LOC100648848","XM_003392945.2","PREDICTED: Bombus terrestris probable methylthioribulose-1-phosphate dehydratase (LOC100648848)","XM_003392945"
"310","LOC100648964","XM_003392946.2","PREDICTED: Bombus terrestris COMM domain-containing protein 10 (LOC100648964)","XM_003392946"
"311","LOC100648618","XM_003392943.2","PREDICTED: Bombus terrestris uncharacterized LOC100648618 (LOC100648618)","XM_003392943"
"312","LOC100649162","XM_003392947.2","PREDICTED: Bombus terrestris ankyrin repeat domain-containing protein 16-like (LOC100649162)","XM_003392947"
"313","LOC100649283","XM_012320823.1","PREDICTED: Bombus terrestris latrophilin Cirl-like (LOC100649283) transcript variant X4","XM_012320823"
"314","LOC100649283","XM_012320828.1","PREDICTED: Bombus terrestris latrophilin Cirl-like (LOC100649283) transcript variant X5","XM_012320828"
"315","LOC100649283","XM_012320795.1","PREDICTED: Bombus terrestris latrophilin Cirl-like (LOC100649283) transcript variant X1","XM_012320795"
"316","LOC100649283","XM_012320815.1","PREDICTED: Bombus terrestris latrophilin Cirl-like (LOC100649283) transcript variant X3","XM_012320815"
